StockCode,Description,Country,total_price
22469,HEART OF WICKER SMALL,United Kingdom,107.5
22470,HEART OF WICKER LARGE,United Kingdom,107.9
22472,TV DINNER TRAY DOLLY GIRL,United Kingdom,9.9
22473,TV DINNER TRAY VINTAGE PAISLEY,United Kingdom,4.95
22480,RED TEA TOWEL CLASSIC DESIGN,United Kingdom,15.0
22485,SET OF 2 WOODEN MARKET CRATES,United Kingdom,51.0
22488,NATURAL SLATE RECTANGLE CHALKBOARD,United Kingdom,19.799999999999997
22492,MINI PAINT SET VINTAGE ,France,23.400000000000002
22492,MINI PAINT SET VINTAGE ,United Kingdom,23.400000000000002
22500,SET OF 2 TINS JARDIN DE PROVENCE,United Kingdom,9.9
22502,PICNIC BASKET WICKER SMALL,United Kingdom,35.7
22508,DOORSTOP RETROSPOT HEART,United Kingdom,30.0
22511,RETROSPOT BABUSHKA DOORSTOP,United Kingdom,15.0
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,United Kingdom,1.26
22530,MAGIC DRAWING SLATE DOLLY GIRL ,United Kingdom,1.26
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,United Kingdom,1.68
22533,MAGIC DRAWING SLATE BAKE A CAKE ,United Kingdom,10.08
22534,MAGIC DRAWING SLATE SPACEBOY ,United Kingdom,1.26
22537,MAGIC DRAWING SLATE DINOSAUR,United Kingdom,10.08
22540,MINI JIGSAW CIRCUS PARADE ,France,10.08
22544,MINI JIGSAW SPACEBOY,France,10.08
22549,PICTURE DOMINOES,United Kingdom,1.45
22551,PLASTERS IN TIN SPACEBOY,United Kingdom,6.6
22553,PLASTERS IN TIN SKULLS,United Kingdom,-18.15
22554,PLASTERS IN TIN WOODLAND ANIMALS,United Kingdom,4.949999999999999
22556,PLASTERS IN TIN CIRCUS PARADE ,United Kingdom,-19.799999999999997
22557,PLASTERS IN TIN VINTAGE PAISLEY ,United Kingdom,-9.899999999999999
22558,CLOTHES PEGS RETROSPOT PACK 24 ,United Kingdom,62.98
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,United Kingdom,2.55
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,United Kingdom,2.55
22568,FELTCRAFT CUSHION OWL,United Kingdom,15.0
22569,FELTCRAFT CUSHION BUTTERFLY,United Kingdom,15.0
22570,FELTCRAFT CUSHION RABBIT,United Kingdom,11.25
22571,ROCKING HORSE RED CHRISTMAS ,United Kingdom,69.12
22573,STAR WOODEN CHRISTMAS DECORATION,United Kingdom,0.85
22575,METAL MERRY CHRISTMAS WREATH,United Kingdom,1.95
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,United Kingdom,0.85
22580,ADVENT CALENDAR GINGHAM SACK,United Kingdom,5.95
22582,PACK OF 6 SWEETIE GIFT BOXES,United Kingdom,7.6499999999999995
22583,PACK OF 6 HANDBAG GIFT BOXES,United Kingdom,10.2
22585,PACK OF 6 BIRDY GIFT TAGS,United Kingdom,18.75
22587,FELTCRAFT HAIRBAND RED AND BLUE,United Kingdom,3.4
22588,CARD HOLDER GINGHAM HEART,United Kingdom,5.1
22593,CHRISTMAS GINGHAM STAR,United Kingdom,107.08
22594,CHRISTMAS GINGHAM TREE,United Kingdom,4.25
22595,CHRISTMAS GINGHAM HEART,United Kingdom,108.77999999999999
22603,CHRISTMAS RETROSPOT TREE WOOD,United Kingdom,1.7
22604,SET OF 4 NAPKIN CHARMS CUTLERY,United Kingdom,7.6499999999999995
22610,PENS ASSORTED FUNNY FACE,United Kingdom,30.599999999999998
22616,PACK OF 12 LONDON TISSUES ,United Kingdom,6.959999999999999
22618,COOKING SET RETROSPOT,United Kingdom,19.9
22619,SET OF 6 SOLDIER SKITTLES,United Kingdom,93.75
22620,4 TRADITIONAL SPINNING TOPS,United Kingdom,22.5
22622,BOX OF VINTAGE ALPHABET BLOCKS,United Kingdom,19.9
22623,BOX OF VINTAGE JIGSAW BLOCKS ,United Kingdom,14.850000000000001
22629,SPACEBOY LUNCH BOX ,France,46.8
22629,SPACEBOY LUNCH BOX ,United Kingdom,1.95
22630,DOLLY GIRL LUNCH BOX,United Kingdom,5.85
22631,CIRCUS PARADE LUNCH BOX ,France,46.8
22632,HAND WARMER RED POLKA DOT,United Kingdom,55.50000000000001
22632,HAND WARMER RED RETROSPOT,United Kingdom,267.9
22633,HAND WARMER UNION JACK,United Kingdom,342.30000000000007
22637,PIGGY BANK RETROSPOT ,United Kingdom,53.55
22642,SET OF 4 NAPKIN CHARMS STARS   ,United Kingdom,10.2
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,United Kingdom,10.2
22644,CERAMIC CHERRY CAKE MONEY BANK,United Kingdom,18.849999999999998
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,United Kingdom,17.4
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,United Kingdom,23.2
22650,CERAMIC PIRATE CHEST MONEY BANK,United Kingdom,17.4
22651,GENTLEMAN SHIRT REPAIR KIT ,United Kingdom,1.7
22652,TRAVEL SEWING KIT,United Kingdom,41.25
22653,BUTTON BOX ,United Kingdom,1.95
22654,DELUXE SEWING KIT ,United Kingdom,198.0
22659,LUNCH BOX I LOVE LONDON,France,46.8
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,France,17.0
22662,LUNCH BAG DOLLY GIRL DESIGN,United Kingdom,24.75
22663,JUMBO BAG DOLLY GIRL DESIGN,United Kingdom,21.45
22664,TOY TIDY DOLLY GIRL DESIGN,United Kingdom,2.1
22670,FRENCH WC SIGN BLUE METAL,United Kingdom,16.25
22694,WICKER STAR ,United Kingdom,10.5
22695,WICKER WREATH SMALL,United Kingdom,4.35
22706,WRAP COWBOYS  ,United Kingdom,10.5
22712,CARD DOLLY GIRL ,United Kingdom,5.04
22713,CARD I LOVE LONDON ,United Kingdom,5.04
22714,CARD BIRTHDAY COWBOY,United Kingdom,5.04
22716,CARD CIRCUS PARADE,United Kingdom,5.04
22719,GUMBALL MONOCHROME COAT RACK,United Kingdom,38.160000000000004
22726,ALARM CLOCK BAKELIKE GREEN,Australia,15.0
22726,ALARM CLOCK BAKELIKE GREEN,France,45.0
22726,ALARM CLOCK BAKELIKE GREEN,United Kingdom,45.0
22727,ALARM CLOCK BAKELIKE RED ,Australia,15.0
22727,ALARM CLOCK BAKELIKE RED ,France,90.0
22727,ALARM CLOCK BAKELIKE RED ,United Kingdom,30.0
22728,ALARM CLOCK BAKELIKE PINK,France,90.0
22729,ALARM CLOCK BAKELIKE ORANGE,United Kingdom,30.0
22730,ALARM CLOCK BAKELIKE IVORY,United Kingdom,15.0
22731,3D CHRISTMAS STAMPS STICKERS ,United Kingdom,2.5
22735,RIBBON REEL SOCKS AND MITTENS,United Kingdom,3.3
22736,RIBBON REEL MAKING SNOWMEN ,United Kingdom,21.45
22737,RIBBON REEL CHRISTMAS PRESENT ,United Kingdom,1.65
22738,RIBBON REEL SNOWY VILLAGE,United Kingdom,13.2
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,United Kingdom,4.949999999999999
22742,MAKE YOUR OWN PLAYTIME CARD KIT,United Kingdom,2.95
22744,MAKE YOUR OWN MONSOON CARD KIT,United Kingdom,5.9
22745,POPPY S PLAYHOUSE BEDROOM ,United Kingdom,12.600000000000001
22748,POPPY S PLAYHOUSE KITCHEN,United Kingdom,12.600000000000001
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,United Kingdom,52.5
22750,FELTCRAFT PRINCESS LOLA DOLL,United Kingdom,7.5
22751,FELTCRAFT PRINCESS OLIVIA DOLL,United Kingdom,7.5
22752,SET 7 BABUSHKA NESTING BOXES,United Kingdom,127.5
22754,SMALL RED BABUSHKA NOTEBOOK ,United Kingdom,0.85
22759,SET OF 3 NOTEBOOKS IN PARCEL,United Kingdom,11.55
22760,TRAY  BREAKFAST IN BED,United Kingdom,12.75
22766,PHOTO FRAME CORNICE,United Kingdom,26.55
22767,TRIPLE PHOTO FRAME CORNICE ,United Kingdom,59.699999999999996
22768,FAMILY PHOTO FRAME CORNICE,United Kingdom,69.65
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,United Kingdom,45.0
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,United Kingdom,15.0
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,United Kingdom,15.0
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,United Kingdom,30.0
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,United Kingdom,1.25
22778,GLASS CLOCHE SMALL,United Kingdom,11.850000000000001
22779,WOODEN OWLS LIGHT GARLAND ,United Kingdom,647.04
22780,LIGHT GARLAND BUTTERFILES PINK,United Kingdom,647.04
22783,SET 3 WICKER OVAL BASKETS W LIDS,United Kingdom,87.75
22784,LANTERN CREAM GAZEBO ,United Kingdom,14.850000000000001
22785,SQUARECUSHION COVER PINK UNION FLAG,United Kingdom,6.75
22798,ANTIQUE GLASS DRESSING TABLE POT,United Kingdom,23.6
22803,IVORY EMBROIDERED QUILT ,United Kingdom,143.0
22804,CANDLEHOLDER PINK HANGING HEART,United Kingdom,8.850000000000001
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,United Kingdom,15.0
22807,SET OF 6 T LIGHTS TOADSTOOLS,United Kingdom,53.10000000000001
22809,SET OF 6 T LIGHTS SANTA,United Kingdom,5.9
22810,SET OF 6 T LIGHTS SNOWMEN,United Kingdom,5.9
22812,PACK 3 BOXES CHRISTMAS PANNETONE,United Kingdom,40.949999999999996
22813,PACK 3 BOXES BIRD PANNETONE ,United Kingdom,27.299999999999997
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,United Kingdom,165.0
22829,SWEETHEART WIRE WALL TIDY,United Kingdom,19.9
22834,HAND WARMER BABUSHKA DESIGN,United Kingdom,6.300000000000001
22835,HOT WATER BOTTLE I AM SO POORLY,United Kingdom,37.2
22837,HOT WATER BOTTLE BABUSHKA ,United Kingdom,255.29999999999995
22838,3 TIER CAKE TIN RED AND CREAM,United Kingdom,29.9
22839,3 TIER CAKE TIN GREEN AND CREAM,United Kingdom,29.9
22848,BREAD BIN DINER STYLE PINK,United Kingdom,16.95
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,United Kingdom,0.85
22865,HAND WARMER OWL DESIGN,United Kingdom,284.70000000000005
22866,HAND WARMER SCOTTY DOG DESIGN,United Kingdom,396.00000000000017
22867,HAND WARMER BIRD DESIGN,Netherlands,177.60000000000002
22867,HAND WARMER BIRD DESIGN,United Kingdom,109.2
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,United Kingdom,8.850000000000001
22899,CHILDREN S APRON DOLLY GIRL ,United Kingdom,4.2
22900, SET 2 TEA TOWELS I LOVE LONDON ,France,70.80000000000001
22900, SET 2 TEA TOWELS I LOVE LONDON ,United Kingdom,47.2
22902,TOTE BAG I LOVE LONDON,United Kingdom,29.400000000000002
22904,CALENDAR PAPER CUT DESIGN,United Kingdom,8.850000000000001
22905,CALENDAR IN SEASON DESIGN,United Kingdom,5.9
22906,12 MESSAGE CARDS WITH ENVELOPES,United Kingdom,9.899999999999999
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,5.1
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,224.64999999999998
22912,YELLOW COAT RACK PARIS FASHION,United Kingdom,14.850000000000001
22913,RED COAT RACK PARIS FASHION,United Kingdom,14.850000000000001
22914,BLUE COAT RACK PARIS FASHION,United Kingdom,29.700000000000003
22915,ASSORTED BOTTLE TOP  MAGNETS ,United Kingdom,5.04
22916,HERB MARKER THYME,United Kingdom,0.65
22917,HERB MARKER ROSEMARY,United Kingdom,0.65
22918,HERB MARKER PARSLEY,United Kingdom,1.3
22919,HERB MARKER MINT,United Kingdom,1.3
22920,HERB MARKER BASIL,United Kingdom,1.9500000000000002
22921,HERB MARKER CHIVES ,United Kingdom,1.3
22922,FRIDGE MAGNETS US DINER ASSORTED,United Kingdom,10.2
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,United Kingdom,10.2
22925,BLUE GIANT GARDEN THERMOMETER,United Kingdom,11.9
22926,IVORY GIANT GARDEN THERMOMETER,United Kingdom,101.15
22927,GREEN GIANT GARDEN THERMOMETER,United Kingdom,11.9
22938,CUPCAKE LACE PAPER SET 6,United Kingdom,33.15
22940,FELTCRAFT CHRISTMAS FAIRY,United Kingdom,29.75
22941,CHRISTMAS LIGHTS 10 REINDEER,Australia,51.0
22941,CHRISTMAS LIGHTS 10 REINDEER,United Kingdom,42.5
22942,CHRISTMAS LIGHTS 10 SANTAS ,United Kingdom,25.5
22945,CHRISTMAS METAL TAGS ASSORTED ,United Kingdom,10.2
22951,60 CAKE CASES DOLLY GIRL DESIGN,United Kingdom,1.1
22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,6.6
22955,36 FOIL STAR CAKE CASES ,United Kingdom,4.2
22956,36 FOIL HEART CAKE CASES,United Kingdom,6.300000000000001
22960,JAM MAKING SET WITH JARS,United Kingdom,134.25
22961,JAM MAKING SET PRINTED,United Kingdom,150.79999999999998
22962,JAM JAR WITH PINK LID,United Kingdom,34.56
22963,JAM JAR WITH GREEN LID,United Kingdom,34.56
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,United Kingdom,37.800000000000004
22968,ROSE COTTAGE KEEPSAKE BOX ,United Kingdom,107.8
22969,HOMEMADE JAM SCENTED CANDLES,United Kingdom,172.20000000000002
22972,CHILDREN S SPACEBOY MUG,United Kingdom,1.65
22975,SPACEBOY CHILDRENS EGG CUP,United Kingdom,1.25
22983,CARD BILLBOARD FONT,United Kingdom,5.04
22988,SOLDIERS EGG CUP ,United Kingdom,8.75
35004B,SET OF 3 BLACK FLYING DUCKS,United Kingdom,55.800000000000004
35004C,SET OF 3 COLOURED  FLYING DUCKS,Australia,32.7
35004C,SET OF 3 COLOURED  FLYING DUCKS,United Kingdom,218.55
35004G,SET OF 3 GOLD FLYING DUCKS,Australia,25.4
35591T,TURQUOISE CHRISTMAS TREE ,United Kingdom,2.5
37370,RETRO COFFEE MUGS ASSORTED,United Kingdom,25.44
37444A,YELLOW BREAKFAST CUP AND SAUCER,United Kingdom,2.95
37444C,PINK BREAKFAST CUP AND SAUCER ,United Kingdom,2.95
46000M,POLYESTER FILLER PAD 45x45cm,United Kingdom,15.5
47563A,RETRO LONGBOARD IRONING BOARD COVER,United Kingdom,3.75
47570B,TEA TIME TABLE CLOTH,United Kingdom,10.65
47580,TEA TIME DES TEA COSY,United Kingdom,5.1
48129,DOORMAT TOPIARY,United Kingdom,7.95
48173C,DOORMAT BLACK FLOCK ,United Kingdom,7.95
48185,DOORMAT FAIRY CAKE,United Kingdom,15.9
48187,DOORMAT NEW ENGLAND,United Kingdom,31.8
48194,DOORMAT HEARTS,United Kingdom,15.9
70007,HI TEC ALPINE HAND WARMER,United Kingdom,6.6
71053,WHITE METAL LANTERN,United Kingdom,88.14
71053,WHITE METAL LANTERN   ,United_Kingdom,20.34
71270,PHOTO CLIP LINE,United Kingdom,5.0
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,United Kingdom,15.299999999999999
72802C,VANILLA SCENT CANDLE JEWELLED BOX,United Kingdom,4.25
72818,CHRISTMAS DECOUPAGE CANDLE,United Kingdom,0.85
79321,CHILLI LIGHTS,United Kingdom,773.04
82482,WOODEN PICTURE FRAME WHITE FINISH,United Kingdom,50.400000000000006
82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,55.45
82484,WOOD BLACK BOARD ANT WHITE FINISH,United Kingdom,19.35
82486,WOOD S 3 CABINET ANT WHITE FINISH,United Kingdom,111.2
82494L,WOODEN FRAME ANTIQUE WHITE ,United Kingdom,94.2
82552,WASHROOM METAL SIGN,United Kingdom,17.4
82567,AIRLINE LOUNGE METAL SIGN,United Kingdom,4.2
82578,KITCHEN METAL SIGN,United Kingdom,0.55
82580,BATHROOM METAL SIGN,United Kingdom,0.55
82581,TOILET METAL SIGN,United Kingdom,1.1
84029E,RED WOOLLY HOTTIE WHITE HEART ,United Kingdom,235.56
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,United Kingdom,183.06
84030E,ENGLISH ROSE HOT WATER BOTTLE,United Kingdom,94.25
84032B,CHARLIE   LOLA RED HOT WATER BOTTLE,United Kingdom,8.850000000000001
84347,ROTATING SILVER ANGELS T LIGHT HLDR,United Kingdom,58.64999999999999
84375,SET OF 20 KIDS COOKIE CUTTERS,United Kingdom,25.200000000000003
84378,SET OF 3 HEART COOKIE CUTTERS,United Kingdom,15.0
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,United Kingdom,15.0
84406B,CREAM CUPID HEARTS COAT HANGER,United Kingdom,88.0
84406B,CREAM CUPID HEARTS COAT HANGER,United_Kingdom,22.0
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,United Kingdom,7.5
84510A,SET OF 4 ENGLISH ROSE COASTERS,United Kingdom,2.5
84519A,TOMATO CHARLIE LOLA COASTER SET,United Kingdom,17.700000000000003
84558A,3D DOG PICTURE PLAYING CARDS,United Kingdom,2.95
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,United Kingdom,11.8
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,United Kingdom,47.2
84678,CLASSICAL ROSE SMALL VASE,United Kingdom,60.0
84709B,PINK OVAL JEWELLED MIRROR,United Kingdom,5.95
84744,S 6 SEW ON CROCHET FLOWERS,United Kingdom,1.25
84754,S 15 SILVER GLASS BAUBLES IN BAG,United Kingdom,30.0
84755,COLOUR GLASS T LIGHT HOLDER HANGING,United Kingdom,31.200000000000003
84832,ZINC WILLIE WINKIE  CANDLE STICK,United Kingdom,0.85
84836,ZINC METAL HEART DECORATION,United Kingdom,15.0
84849B,FAIRY SOAP SOAP HOLDER,United Kingdom,20.28
84854,GIRLY PINK TOOL SET,United Kingdom,24.75
84879,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,229.84
84880,WHITE WIRE EGG HOLDER,United Kingdom,178.20000000000002
84906,PINK B FLY C COVER W BOBBLES,United Kingdom,5.95
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,United Kingdom,76.32000000000001
84949,SILVER HANGING T LIGHT HOLDER,United Kingdom,9.899999999999999
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,United Kingdom,25.5
84970L,SINGLE HEART ZINC T LIGHT HOLDER,United Kingdom,11.399999999999999
84970S,HANGING HEART ZINC T LIGHT HOLDER,United Kingdom,92.16
84971S,SMALL HEART FLOWERS HOOK ,United Kingdom,5.1
84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28.05
84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,26.400000000000002
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,United Kingdom,67.5
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,United Kingdom,22.5
85014A,BLACK BLUE POLKADOT UMBRELLA,Australia,17.85
85014A,BLACK BLUE POLKADOT UMBRELLA,United Kingdom,17.85
85014B,RED RETROSPOT UMBRELLA,Australia,35.7
85014B,RED RETROSPOT UMBRELLA,United Kingdom,17.85
85049A,TRADITIONAL CHRISTMAS RIBBONS,United Kingdom,15.0
85049C,ROMANTIC PINKS RIBBONS ,United Kingdom,15.0
85049D,BRIGHT BLUES RIBBONS ,United Kingdom,15.0
85049E,SCANDINAVIAN REDS RIBBONS,United Kingdom,37.5
85049G,CHOCOLATE BOX RIBBONS ,United Kingdom,15.0
85049H,URBAN BLACK RIBBONS ,United Kingdom,2.5
85071B,RED CHARLIE LOLA PERSONAL DOORSIGN,United Kingdom,36.480000000000004
85095,THREE CANVAS LUGGAGE TAGS,United Kingdom,1.95
85099B,JUMBO BAG RED RETROSPOT,United Kingdom,335.84999999999997
85099C,JUMBO  BAG BAROQUE BLACK WHITE,United Kingdom,186.45
85099F,JUMBO BAG STRAWBERRY,United Kingdom,1.95
85116,BLACK CANDELABRA T LIGHT HOLDER,United Kingdom,12.6
85123A,WHITE HANGING HEART T LIGHT HOLDER,United Kingdom,349.45
85150,LADIES   GENTLEMEN METAL SIGN,United Kingdom,2.55
85152,HAND OVER THE CHOCOLATE   SIGN ,United Kingdom,25.200000000000003
85169B,BLACK LOVE BIRD CANDLE,United Kingdom,45.0
85172,HYACINTH BULB T LIGHT CANDLES,United Kingdom,20.16
85183B,CHARLIE   LOLA WASTEPAPER BIN FLORA,United Kingdom,60.0
85184C,S 4 VALENTINE DECOUPAGE HEART BOX,United Kingdom,5.9
85231B,CINAMMON SET OF 9 T LIGHTS,United Kingdom,4.25
85231G,ORANGE SCENTED SET 9 T LIGHTS,United Kingdom,5.1
90059B,DIAMANTE HAIR GRIP PACK 2 BLACK DIA,United Kingdom,3.3
90059C,DIAMANTE HAIR GRIP PACK 2 MONTANA,United Kingdom,1.65
90059E,DIAMANTE HAIR GRIP PACK 2 RUBY,United Kingdom,4.949999999999999
90129F,RED GLASS TASSLE BAG CHARM,United Kingdom,2.95
90185C,BLACK DIAMANTE EXPANDABLE RING,United Kingdom,8.5
90199C,5 STRAND GLASS NECKLACE CRYSTAL,United Kingdom,38.099999999999994
90200A,PURPLE SWEETHEART BRACELET,United Kingdom,4.25
90200B,BLACK SWEETHEART BRACELET,United Kingdom,8.5
90200C,BLUE SWEETHEART BRACELET,United Kingdom,4.25
90200D,PINK SWEETHEART BRACELET,United Kingdom,12.75
90210B,CLEAR ACRYLIC FACETED BANGLE,United Kingdom,2.95
D,Discount,United Kingdom,-27.5
POST,POSTAGE,France,54.0
POST,POSTAGE,Netherlands,15.0
